kode,kab_kota,n_odr,n_otg,n_odp,n_pdp,n_confirm,n_sembuh,n_meninggal,last_update,lat,long
35.79,KOTA BATU,494,0,70,1,1,0,0,2020-03-29 12:01:53,"-7,8769031","112,4998848"
35.77,KOTA MADIUN,96,0,13,8,0,0,0,2020-03-29 11:46:14,"-7,6300605","111,4930316"
35.74,KOTA PROBOLINGGO,207,0,93,1,0,0,0,2020-03-29 11:39:16,"-7,7723105","113,1664559"
35.26,KAB. BANGKALAN,2934,0,162,1,0,0,0,2020-03-29 11:19:46,"-7,0234914","112,7519820"
35.13,KAB. PROBOLINGGO,992,0,135,4,0,0,0,2020-03-29 11:19:05,"-7,8223105","113,3864559"
35.11,KAB. BONDOWOSO,3789,0,248,1,0,0,0,2020-03-29 11:53:49,"-8,0284796","114,0265067"
35.75,KOTA PASURUAN,157,0,27,0,0,0,0,2020-03-29 10:42:07,"-7,6514338","112,8700750"
35.22,KAB. BOJONEGORO,3010,0,57,1,0,0,0,2020-03-28 14:48:58,"-7,1524790","111,8869290"
35.04,KAB. TULUNGAGUNG,2033,0,454,26,0,0,0,2020-03-28 14:24:53,"-7,7455014","111,8953035"
35.71,KOTA KEDIRI,188,0,46,1,1,0,0,2020-03-28 16:28:44,"-7,8228400","112,0118640"
35.01,KAB. PACITAN,3209,0,209,1,0,0,0,2020-03-28 13:58:45,"-8,1318878","111,2278873"
35.72,KOTA BLITAR,315,0,96,2,0,0,0,2020-03-28 13:49:23,"-8,1031510","112,1626800"
35.15,KAB. SIDOARJO,484,0,93,48,9,0,1,2020-03-28 16:16:30,"-7,4338023","112,6734275"
35.05,KAB. BLITAR,731,0,264,2,1,1,0,2020-03-28 13:46:29,"-8,2814419","112,3027620"
35.19,KAB. MADIUN,354,0,065,4,0,0,0,2020-03-28 14:32:25,"-7,6666455","111,5912452"
35.09,KAB. JEMBER,842,0,168,10,1,0,0,2020-03-28 13:41:38,"-8,3951516","113,6809395"
35.10,KAB. BANYUWANGI,999,0,179,1,0,0,0,2020-03-28 13:42:43,"-8,4169235","114,3311312"
35.06,KAB. KEDIRI,2080,0,94,4,2,0,1,2020-03-28 13:35:50,"-7,8332959","112,1666262"
35.12,KAB. SITUBONDO,1053,0,117,3,2,0,0,2020-03-28 13:35:16,"-7,7168478","113,9278534"
35.18,KAB. NGANJUK,3010,0,19,8,0,0,0,2020-03-28 13:30:20,"-7,6150520","111,6670610"
35.27,KAB. SAMPANG,1885,0,81,0,0,0,0,2020-03-28 13:27:49,"-7,1927155","113,2429293"
35.78,KOTA SURABAYA,4135,0,195,50,40,6,1,2020-03-28 15:59:19,"-7,2756141","112,6426424"
35.79,KOTA BATU,468,0,68,0,1,0,0,2020-03-28 13:21:33,"-7,8769031","112,4998848"
35.08,KAB. LUMAJANG,1202,0,83,8,1,0,0,2020-03-28 13:20:31,"-8,1295529","113,2236942"
35.24,KAB. LAMONGAN,5576,0,94,9,0,0,0,2020-03-28 13:16:11,"-7,1181110","112,4149810"
35.03,KAB. TRENGGALEK,3788,0,264,2,0,0,0,2020-03-28 13:05:24,"-8,176848","111,610650"
35.29,KAB. SUMENEP,3215,0,37,0,0,0,0,2020-03-28 13:03:21,"-7,0095355","113,8495442"
35.20,KAB. MAGETAN,269,0,39,8,9,0,0,2020-03-28 15:23:27,"-7,6774309","111,3616371"
35.73,KOTA MALANG,387,0,156,13,3,1,0,2020-03-28 16:26:49,"-7,9786395","112,5617416"
35.25,KAB. GRESIK,706,0,132,24,2,0,0,2020-03-28 16:18:25,"-7,1610846","112,6220300"
35.23,KAB. TUBAN,1927,0,166,3,0,0,0,2020-03-28 12:50:40,-6.899108667900085,111.763916015625
35.21,KAB. NGAWI,2612,0,88,5,0,0,0,2020-03-28 12:47:32,"-7,4324690","111,2547392"
35.17,KAB. JOMBANG,1054,0,124,4,0,0,0,2020-03-28 12:46:38,"-7,5567779","112,2489964"
35.14,KAB. PASURUAN,211,0,6,13,0,0,0,2020-03-28 16:00:02,"-7,7514338","112,8700750"
35.07,KAB. MALANG,828,0,61,17,5,0,1,2020-03-28 12:38:13,-8.2084395,"112,7468452"
35.74,KOTA PROBOLINGGO,184,0,80,1,0,0,0,2020-03-28 12:36:01,"-7,7723105","113,1664559"
35.76,KOTA MOJOKERTO,441,0,121,5,0,0,0,2020-03-28 12:35:16,"-7,4714887","112,4217213"
35.75,KOTA PASURUAN,143,0,25,0,0,0,0,2020-03-28 12:17:37,"-7,6514338","112,8700750"
35.02,KAB. PONOROGO,1017,0,153,3,0,0,0,2020-03-28 12:13:20,"-7,8756185","111,4692888"
35.77,KOTA MADIUN,92,0,13,8,0,0,0,2020-03-28 12:08:55,"-7,6300605","111,4930316"
35.11,KAB. BONDOWOSO,3487,0,242,1,0,0,0,2020-03-28 12:02:30,"-8,0284796","114,0265067"
35.16,KAB. MOJOKERTO,2604,0,137,16,0,0,0,2020-03-28 13:24:57,"-7,586911","112,420605"
35.28,KAB. PAMEKASAN,1923,0,101,1,0,0,0,2020-03-28 11:33:25,"-7,1548002","113,4379637"
35.13,KAB. PROBOLINGGO,696,0,108,4,0,0,0,2020-03-28 11:02:53,"-7,8223105","113,3864559"
35.26,KAB. BANGKALAN,1885,0,133,1,0,0,0,2020-03-28 10:41:25,"-7,0234914","112,7519820"
35.76,KOTA MOJOKERTO,390,0,99,3,0,0,0,2020-03-27 14:33:25,"-7,4714887","112,4217213"
35.22,KAB. BOJONEGORO,2254,0,50,1,0,0,0,2020-03-27 14:27:43,"-7,1524790","111,8869290"
35.15,KAB. SIDOARJO,484,0,66,44,8,0,1,2020-03-27 14:03:36,"-7,4338023","112,6734275"
35.71,KOTA KEDIRI,73,0,15,0,0,0,0,2020-03-27 14:29:30,"-7,8228400","112,0118640"
35.01,KAB. PACITAN,2179,0,154,1,0,0,0,2020-03-27 13:47:53,"-8,1318878","111,2278873"
35.05,KAB. BLITAR,723,0,197,2,1,1,0,2020-03-27 13:47:30,"-8,2814419","112,3027620"
35.72,KOTA BLITAR,269,0,82,2,0,0,0,2020-03-27 13:46:17,"-8,1031510","112,1626800"
35.09,KAB. JEMBER,633,0,140,9,1,0,0,2020-03-27 15:32:38,"-8,3951516","113,6809395"
35.04,KAB. TULUNGAGUNG,1208,0,410,26,0,0,0,2020-03-27 14:36:30,"-7,7455014","111,8953035"
35.18,KAB. NGANJUK,2124,0,17,4,0,0,0,2020-03-27 13:42:13,"-7,6150520","111,6670610"
35.25,KAB. GRESIK,691,0,90,22,1,0,0,2020-03-27 13:36:50,"-7,1610846","112,6220300"
35.03,KAB. TRENGGALEK,3101,0,217,2,0,0,0,2020-03-27 13:33:38,"-8,176848","111,610650"
35.10,KAB. BANYUWANGI,925,0,128,1,0,0,0,2020-03-27 13:31:00,"-8,4169235","114,3311312"
35.78,KOTA SURABAYA,4135,0,193,34,33,6,1,2020-03-27 13:29:02,"-7,2756141","112,6426424"
35.06,KAB. KEDIRI,1708,0,69,4,2,0,1,2020-03-27 13:28:18,"-7,8332959","112,1666262"
35.23,KAB. TUBAN,1335,0,121,2,0,0,0,2020-03-27 13:26:09,-6.899108667900085,111.763916015625
35.19,KAB. MADIUN,317,0,053,04,0,0,0,2020-03-27 15:01:46,"-7,6666455","111,5912452"
35.14,KAB. PASURUAN,211,0,6,12,0,0,0,2020-03-27 13:26:25,"-7,7514338","112,8700750"
35.24,KAB. LAMONGAN,3618,0,77,8,0,0,0,2020-03-27 13:19:03,"-7,1181110","112,4149810"
35.29,KAB. SUMENEP,2195,0,31,0,0,0,0,2020-03-27 13:16:36,"-7,0095355","113,8495442"
35.74,KOTA PROBOLINGGO,169,0,68,1,0,0,0,2020-03-27 13:07:08,"-7,7723105","113,1664559"
35.27,KAB. SAMPANG,1567,0,61,0,0,0,0,2020-03-27 13:01:25,"-7,1927155","113,2429293"
35.73,KOTA MALANG,378,0,142,12,3,1,0,2020-03-27 16:21:33,"-7,9786395","112,5617416"
35.77,KOTA MADIUN,77,0,13,8,0,0,0,2020-03-27 12:48:53,"-7,6300605","111,4930316"
35.17,KAB. JOMBANG,466,0,91,3,0,0,0,2020-03-27 12:46:11,"-7,5567779","112,2489964"
35.13,KAB. PROBOLINGGO,616,0,88,3,0,0,0,2020-03-27 12:33:59,"-7,8223105","113,3864559"
35.12,KAB. SITUBONDO,814,0,112,5,2,0,0,2020-03-27 15:33:08,"-7,7168478","113,9278534"
35.16,KAB. MOJOKERTO,1328,0,121,10,0,0,0,2020-03-27 12:30:19,"-7,586911","112,420605"
35.02,KAB. PONOROGO,990,0,138,3,0,0,0,2020-03-27 12:49:35,"-7,8756185","111,4692888"
35.07,KAB. MALANG,774,0,49,16,5,0,1,2020-03-27 15:40:06,-8.2084395,"112,7468452"
35.11,KAB. BONDOWOSO,3094,0,222,1,0,0,0,2020-03-27 12:36:03,"-8,0284796","114,0265067"
35.75,KOTA PASURUAN,124,0,18,0,0,0,0,2020-03-27 12:12:22,"-7,6514338","112,8700750"
35.20,KAB. MAGETAN,269,0,35,9,8,0,0,2020-03-27 12:04:31,"-7,6774309","111,3616371"
35.08,KAB. LUMAJANG,1002,0,74,8,1,0,0,2020-03-27 15:33:54,"-8,1295529","113,2236942"
35.26,KAB. BANGKALAN,1452,0,119,1,0,0,0,2020-03-27 11:00:30,"-7,0234914","112,7519820"
35.28,KAB. PAMEKASAN,1677,0,85,1,0,0,0,2020-03-27 10:29:58,"-7,1548002","113,4379637"
35.79,KOTA BATU,441,0,66,0,1,0,0,2020-03-27 15:42:02,"-7,8769031","112,4998848"
35.21,KAB. NGAWI,1881,0,64,5,0,0,0,2020-03-27 13:15:13,"-7,4324690","111,2547392"
35.04,KAB. TULUNGAGUNG,863,0,300,24,0,0,0,2020-03-26 15:25:56,"-7,7455014","111,8953035"
35.27,KAB. SAMPANG,1357,0,50,0,0,0,0,2020-03-26 15:25:55,"-7,1927155","113,2429293"
35.22,KAB. BOJONEGORO,2254,0,45,0,0,0,0,2020-03-26 14:49:06,"-7,1524790","111,8869290"
35.28,KAB. PAMEKASAN,1047,0,78,1,0,0,0,2020-03-26 14:16:15,"-7,1548002","113,4379637"
35.29,KAB. SUMENEP,1612,0,22,0,0,0,0,2020-03-26 14:10:07,"-7,0095355","113,8495442"
35.72,KOTA BLITAR,229,0,70,2,0,0,0,2020-03-26 14:20:53,"-8,1031510","112,1626800"
35.01,KAB. PACITAN,1601,0,131,1,0,0,0,2020-03-26 13:55:34,"-8,1318878","111,2278873"
35.10,KAB. BANYUWANGI,769,0,111,1,0,0,0,2020-03-26 13:55:12,"-8,4169235","114,3311312"
35.15,KAB. SIDOARJO,476,0,33,41,8,0,1,2020-03-26 13:51:58,"-7,4338023","112,6734275"
35.71,KOTA KEDIRI,103,0,5,0,0,0,0,2020-03-26 14:05:37,"-7,8228400","112,0118640"
35.09,KAB. JEMBER,489,0,119,9,0,0,0,2020-03-26 13:45:03,"-8,3951516","113,6809395"
35.05,KAB. BLITAR,723,0,155,2,1,0,0,2020-03-26 13:44:13,"-8,2814419","112,3027620"
35.76,KOTA MOJOKERTO,390,0,99,3,0,0,0,2020-03-26 13:39:27,"-7,4714887","112,4217213"
35.06,KAB. KEDIRI,1440,0,62,4,2,0,0,2020-03-26 16:16:22,"-7,8332959","112,1666262"
35.73,KOTA MALANG,377,0,137,11,2,1,0,2020-03-26 13:21:08,"-7,9786395","112,5617416"
35.18,KAB. NGANJUK,1315,0,14,3,0,0,0,2020-03-26 13:14:03,"-7,6150520","111,6670610"
35.02,KAB. PONOROGO,973,0,100,7,0,0,0,2020-03-26 13:17:14,"-7,8756185","111,4692888"
35.21,KAB. NGAWI,1405,0,60,5,0,0,0,2020-03-26 13:11:48,"-7,4324690","111,2547392"
35.14,KAB. PASURUAN,28,0,6,5,0,0,0,2020-03-26 14:30:14,"-7,7514338","112,8700750"
35.74,KOTA PROBOLINGGO,129,0,36,1,0,0,0,2020-03-26 13:05:56,"-7,7723105","113,1664559"
35.78,KOTA SURABAYA,3730,0,189,16,33,6,1,2020-03-26 16:42:32,"-7,2756141","112,6426424"
35.23,KAB. TUBAN,719,0,90,1,0,0,0,2020-03-26 12:55:52,-6.899108667900085,111.763916015625
35.03,KAB. TRENGGALEK,2153,0,140,2,0,0,0,2020-03-26 12:53:17,"-8,176848","111,610650"
35.77,KOTA MADIUN,63,0,5,6,0,0,0,2020-03-26 12:48:47,"-7,6300605","111,4930316"
35.17,KAB. JOMBANG,402,0,58,3,0,0,0,2020-03-26 12:47:40,"-7,5567779","112,2489964"
35.07,KAB. MALANG,771,0,40,15,4,0,1,2020-03-26 12:47:06,-8.2084395,"112,7468452"
35.75,KOTA PASURUAN,103,0,18,0,0,0,0,2020-03-26 12:44:02,"-7,6514338","112,8700750"
35.25,KAB. GRESIK,675,0,57,19,1,0,0,2020-03-26 15:39:11,"-7,1610846","112,6220300"
35.16,KAB. MOJOKERTO,1145,0,102,9,0,0,0,2020-03-26 12:50:29,"-7,586911","112,420605"
35.12,KAB. SITUBONDO,596,0,114,3,0,0,0,2020-03-26 12:18:36,"-7,7168478","113,9278534"
35.11,KAB. BONDOWOSO,2573,0,178,0,0,0,0,2020-03-26 12:12:49,"-8,0284796","114,0265067"
35.08,KAB. LUMAJANG,622,0,59,5,0,0,0,2020-03-26 11:57:58,"-8,1295529","113,2236942"
35.20,KAB. MAGETAN,269,0,34,9,8,0,0,2020-03-26 11:57:17,"-7,6774309","111,3616371"
35.26,KAB. BANGKALAN,989,0,94,1,0,0,0,2020-03-26 11:00:16,"-7,0234914","112,7519820"
35.19,KAB. MADIUN,311,0,41,3,0,0,0,2020-03-26 10:50:27,"-7,6666455","111,5912452"
35.13,KAB. PROBOLINGGO,526,0,70,3,0,0,0,2020-03-26 10:45:37,"-7,8223105","113,3864559"
35.79,KOTA BATU,417,0,58,0,0,0,0,2020-03-26 10:42:22,"-7,8769031","112,4998848"
35.24,KAB. LAMONGAN,2097,0,75,6,0,0,0,2020-03-26 09:35:24,"-7,1181110","112,4149810"
35.71,KOTA KEDIRI,88,0,5,0,0,0,0,2020-03-25 13:54:51,"-7,8228400","112,0118640"
35.10,KAB. BANYUWANGI,768,0,86,1,0,0,0,2020-03-25 15:04:13,"-8,4169235","114,3311312"
35.22,KAB. BOJONEGORO,1566,0,39,0,0,0,0,2020-03-25 13:51:51,"-7,1524790","111,8869290"
35.06,KAB. KEDIRI,1068,0,36,4,0,0,0,2020-03-25 13:44:03,"-7,8332959","112,1666262"
35.05,KAB. BLITAR,723,0,132,2,1,0,0,2020-03-25 13:43:35,"-8,2814419","112,3027620"
35.15,KAB. SIDOARJO,476,0,23,40,5,0,0,2020-03-25 13:42:10,"-7,4338023","112,6734275"
35.03,KAB. TRENGGALEK,1683,0,104,2,0,0,0,2020-03-25 13:38:44,"-8,176848","111,610650"
35.19,KAB. MADIUN,317,0,043,2,0,0,0,2020-03-25 13:36:17,"-7,6666455","111,5912452"
35.01,KAB. PACITAN,1077,0,103,2,0,0,0,2020-03-25 13:32:55,"-8,1318878","111,2278873"
35.73,KOTA MALANG,377,0,119,10,2,1,0,2020-03-25 13:28:12,"-7,9786395","112,5617416"
35.28,KAB. PAMEKASAN,751,0,59,1,0,0,0,2020-03-25 15:21:35,"-7,1548002","113,4379637"
35.27,KAB. SAMPANG,1200,0,43,0,0,0,0,2020-03-25 15:20:59,"-7,1927155","113,2429293"
35.18,KAB. NGANJUK,563,0,12,3,0,0,0,2020-03-25 13:25:22,"-7,6150520","111,6670610"
35.29,KAB. SUMENEP,1204,0,18,0,0,0,0,2020-03-25 13:24:06,"-7,0095355","113,8495442"
35.76,KOTA MOJOKERTO,230,0,56,3,0,0,0,2020-03-25 13:22:04,"-7,4714887","112,4217213"
35.02,KAB. PONOROGO,938,0,96,7,0,0,0,2020-03-25 13:17:57,"-7,8756185","111,4692888"
35.04,KAB. TULUNGAGUNG,691,0,251,20,0,0,0,2020-03-25 15:02:37,"-7,7455014","111,8953035"
35.09,KAB. JEMBER,439,0,107,8,0,0,0,2020-03-25 13:13:48,"-8,3951516","113,6809395"
35.25,KAB. GRESIK,664,0,43,10,0,0,0,2020-03-25 13:13:38,"-7,1610846","112,6220300"
35.72,KOTA BLITAR,190,0,57,1,0,0,0,2020-03-25 13:13:30,"-8,1031510","112,1626800"
35.77,KOTA MADIUN,52,0,5,6,0,0,0,2020-03-25 13:12:28,"-7,6300605","111,4930316"
35.20,KAB. MAGETAN,269,0,34,8,8,0,0,2020-03-25 12:44:08,"-7,6774309","111,3616371"
35.08,KAB. LUMAJANG,522,0,50,5,0,0,0,2020-03-25 13:14:14,"-8,1295529","113,2236942"
35.17,KAB. JOMBANG,378,0,40,3,0,0,0,2020-03-25 12:40:15,"-7,5567779","112,2489964"
35.23,KAB. TUBAN,581,0,76,1,0,0,0,2020-03-25 12:35:09,-6.899108667900085,111.763916015625
35.21,KAB. NGAWI,1007,0,47,5,0,0,0,2020-03-25 12:44:30,"-7,4324690","111,2547392"
35.12,KAB. SITUBONDO,465,0,97,3,0,0,0,2020-03-25 12:28:51,"-7,7168478","113,9278534"
35.16,KAB. MOJOKERTO,810,0,78,7,0,0,0,2020-03-25 12:16:12,"-7,586911","112,420605"
35.14,KAB. PASURUAN,28,0,5,5,0,0,0,2020-03-25 12:09:14,"-7,7514338","112,8700750"
35.26,KAB. BANGKALAN,720,0,86,1,0,0,0,2020-03-25 12:07:59,"-7,0234914","112,7519820"
35.07,KAB. MALANG,761,0,32,13,4,0,1,2020-03-25 11:54:35,-8.2084395,"112,7468452"
35.74,KOTA PROBOLINGGO,113,0,35,1,0,0,0,2020-03-25 11:41:05,"-7,7723105","113,1664559"
35.79,KOTA BATU,389,0,54,0,0,0,0,2020-03-25 12:17:50,"-7,8769031","112,4998848"
35.11,KAB. BONDOWOSO,1965,0,144,0,0,0,0,2020-03-25 12:02:18,"-8,0284796","114,0265067"
35.78,KOTA SURABAYA,2835,0,182,8,31,0,1,2020-03-25 11:01:41,"-7,2756141","112,6426424"
35.75,KOTA PASURUAN,92,0,14,0,0,0,0,2020-03-25 10:26:26,"-7,6514338","112,8700750"
35.24,KAB. LAMONGAN,1434,0,75,5,0,0,0,2020-03-25 09:43:09,"-7,1181110","112,4149810"
35.13,KAB. PROBOLINGGO,466,0,56,3,0,0,0,2020-03-25 11:08:29,"-7,8223105","113,3864559"
35.22,KAB. BOJONEGORO,1110,0,35,0,0,0,0,2020-03-24 14:18:35,"-7,1524790","111,8869290"
35.04,KAB. TULUNGAGUNG,658,0,204,18,0,0,0,2020-03-24 15:16:39,"-7,7455014","111,8953035"
35.05,KAB. BLITAR,724,0,100,1,1,0,0,2020-03-24 13:53:54,"-8,2814419","112,3027620"
35.12,KAB. SITUBONDO,367,0,91,3,0,0,0,2020-03-24 13:50:38,"-7,7168478","113,9278534"
35.10,KAB. BANYUWANGI,772,0,70,1,0,0,0,2020-03-24 13:49:25,"-8,4169235","114,3311312"
35.03,KAB. TRENGGALEK,1298,0,50,3,0,0,0,2020-03-24 13:48:12,"-8,176848","111,610650"
35.72,KOTA BLITAR,155,0,49,1,0,0,0,2020-03-24 13:47:44,"-8,1031510","112,1626800"
35.24,KAB. LAMONGAN,758,0,39,2,0,0,0,2020-03-24 13:43:07,"-7,1181110","112,4149810"
35.06,KAB. KEDIRI,763,0,32,4,0,0,0,2020-03-24 13:40:56,"-7,8332959","112,1666262"
35.19,KAB. MADIUN,237,0,30,2,0,0,0,2020-03-24 13:39:13,"-7,6666455","111,5912452"
35.71,KOTA KEDIRI,78,0,4,0,0,0,0,2020-03-24 13:36:05,"-7,8228400","112,0118640"
35.09,KAB. JEMBER,379,0,93,7,0,0,0,2020-03-24 13:19:38,"-8,3951516","113,6809395"
35.21,KAB. NGAWI,728,0,35,4,0,0,0,2020-03-24 15:46:43,"-7,4324690","111,2547392"
35.07,KAB. MALANG,696,0,17,8,4,0,1,2020-03-24 14:51:14,-8.2084395,"112,7468452"
35.76,KOTA MOJOKERTO,226,0,55,3,0,0,0,2020-03-24 15:44:57,"-7,4714887","112,4217213"
35.01,KAB. PACITAN,738,0,89,2,0,0,0,2020-03-24 13:14:58,"-8,1318878","111,2278873"
35.29,KAB. SUMENEP,919,0,14,0,0,0,0,2020-03-24 14:06:34,"-7,0095355","113,8495442"
35.17,KAB. JOMBANG,337,0,28,3,0,0,0,2020-03-24 13:13:55,"-7,5567779","112,2489964"
35.23,KAB. TUBAN,410,0,48,1,0,0,0,2020-03-24 13:08:57,-6.899108667900085,111.763916015625
35.27,KAB. SAMPANG,957,0,29,0,0,0,0,2020-03-24 13:05:37,"-7,1927155","113,2429293"
35.28,KAB. PAMEKASAN,625,0,40,1,0,0,0,2020-03-24 16:02:35,"-7,1548002","113,4379637"
35.78,KOTA SURABAYA,2835,0,182,10,31,0,1,2020-03-24 16:44:20,"-7,2756141","112,6426424"
35.73,KOTA MALANG,354,0,111,5,2,1,0,2020-03-24 16:12:20,"-7,9786395","112,5617416"
35.08,KAB. LUMAJANG,442,0,36,5,0,0,0,2020-03-24 13:36:23,"-8,1295529","113,2236942"
35.25,KAB. GRESIK,663,0,40,9,0,0,0,2020-03-24 12:53:21,"-7,1610846","112,6220300"
35.74,KOTA PROBOLINGGO,112,0,33,1,0,0,0,2020-03-24 12:52:04,"-7,7723105","113,1664559"
35.02,KAB. PONOROGO,910,0,81,7,0,0,0,2020-03-24 12:48:31,"-7,8756185","111,4692888"
35.18,KAB. NGANJUK,463,0,9,2,0,0,0,2020-03-24 12:42:14,"-7,6150520","111,6670610"
35.75,KOTA PASURUAN,89,0,11,0,0,0,0,2020-03-24 12:37:06,"-7,6514338","112,8700750"
35.16,KAB. MOJOKERTO,432,0,64,6,0,0,0,2020-03-24 12:32:25,"-7,586911","112,420605"
35.79,KOTA BATU,326,0,40,0,0,0,0,2020-03-24 12:24:09,"-7,8769031","112,4998848"
35.77,KOTA MADIUN,48,0,3,4,0,0,0,2020-03-24 12:17:44,"-7,6300605","111,4930316"
35.11,KAB. BONDOWOSO,1273,0,107,0,0,0,0,2020-03-24 12:17:14,"-8,0284796","114,0265067"
35.20,KAB. MAGETAN,269,0,15,7,8,0,0,2020-03-24 15:52:59,"-7,6774309","111,3616371"
35.15,KAB. SIDOARJO,476,0,21,14,5,0,0,2020-03-24 15:44:36,"-7,4338023","112,6734275"
35.13,KAB. PROBOLINGGO,339,0,38,2,0,0,0,2020-03-24 10:55:09,"-7,8223105","113,3864559"
35.26,KAB. BANGKALAN,530,0,58,1,0,0,0,2020-03-24 10:22:01,"-7,0234914","112,7519820"
35.22,KAB. BOJONEGORO,656,0,30,0,0,0,0,2020-03-23 14:47:42,"-7,1524790","111,8869290"
35.03,KAB. TRENGGALEK,957,0,7,1,0,0,0,2020-03-23 14:47:54,"-8,176848","111,610650"
35.72,KOTA BLITAR,102,0,45,0,0,0,0,2020-03-23 14:36:21,"-8,1031510","112,1626800"
35.71,KOTA KEDIRI,62,0,2,0,0,0,0,2020-03-23 14:14:44,"-7,8228400","112,0118640"
35.78,KOTA SURABAYA,2835,0,182,10,29,0,1,2020-03-23 14:38:23,"-7,2756141","112,6426424"
35.24,KAB. LAMONGAN,538,0,16,2,0,0,0,2020-03-23 14:05:34,"-7,1181110","112,4149810"
35.10,KAB. BANYUWANGI,669,0,54,0,0,0,0,2020-03-23 14:05:27,"-8,4169235","114,3311312"
35.09,KAB. JEMBER,348,0,69,4,0,0,0,2020-03-23 14:02:07,"-8,3951516","113,6809395"
35.04,KAB. TULUNGAGUNG,453,0,67,18,0,0,0,2020-03-23 14:55:18,"-7,7455014","111,8953035"
35.02,KAB. PONOROGO,864,0,59,6,0,0,0,2020-03-23 13:50:10,"-7,8756185","111,4692888"
35.73,KOTA MALANG,350,0,96,6,1,1,0,2020-03-23 13:50:46,"-7,9786395","112,5617416"
35.12,KAB. SITUBONDO,231,0,90,2,0,0,0,2020-03-23 14:47:01,"-7,7168478","113,9278534"
35.01,KAB. PACITAN,590,0,72,2,0,0,0,2020-03-23 13:39:02,"-8,1318878","111,2278873"
35.08,KAB. LUMAJANG,362,0,31,4,0,0,0,2020-03-23 14:06:40,"-8,1295529","113,2236942"
35.28,KAB. PAMEKASAN,486,0,22,1,0,0,0,2020-03-23 13:37:56,"-7,1548002","113,4379637"
35.19,KAB. MADIUN,235,0,22,2,0,0,0,2020-03-23 13:33:24,"-7,6666455","111,5912452"
35.75,KOTA PASURUAN,79,0,5,0,0,0,0,2020-03-23 13:29:28,"-7,6514338","112,8700750"
35.76,KOTA MOJOKERTO,236,0,39,3,0,0,0,2020-03-23 13:26:52,"-7,4714887","112,4217213"
35.21,KAB. NGAWI,527,0,30,4,0,0,0,2020-03-23 13:17:58,"-7,4324690","111,2547392"
35.25,KAB. GRESIK,620,0,33,7,0,0,0,2020-03-23 13:10:46,"-7,1610846","112,6220300"
35.17,KAB. JOMBANG,287,0,25,3,0,0,0,2020-03-23 13:06:13,"-7,5567779","112,2489964"
35.23,KAB. TUBAN,340,0,27,1,0,0,0,2020-03-23 13:03:51,-6.899108667900085,111.763916015625
35.13,KAB. PROBOLINGGO,258,0,25,3,0,0,0,2020-03-23 13:03:58,"-7,8223105","113,3864559"
35.27,KAB. SAMPANG,704,0,18,0,0,0,0,2020-03-23 13:05:01,"-7,1927155","113,2429293"
35.74,KOTA PROBOLINGGO,97,0,22,1,0,0,0,2020-03-23 14:34:29,"-7,7723105","113,1664559"
35.05,KAB. BLITAR,662,0,78,1,1,0,0,2020-03-23 16:02:19,"-8,2814419","112,3027620"
35.07,KAB. MALANG,549,0,16,6,4,0,1,2020-03-23 12:55:15,-8.2084395,"112,7468452"
35.79,KOTA BATU,301,0,35,0,0,0,0,2020-03-23 14:41:43,"-7,8769031","112,4998848"
35.29,KAB. SUMENEP,634,0,10,0,0,0,0,2020-03-23 13:19:30,"-7,0095355","113,8495442"
35.18,KAB. NGANJUK,305,0,7,2,0,0,0,2020-03-23 14:18:14,"-7,6150520","111,6670610"
35.06,KAB. KEDIRI,545,0,19,2,0,0,0,2020-03-23 12:29:12,"-7,8332959","112,1666262"
35.20,KAB. MAGETAN,167,0,15,7,3,0,0,2020-03-23 12:21:59,"-7,6774309","111,3616371"
35.77,KOTA MADIUN,46,0,3,4,0,0,0,2020-03-23 12:19:37,"-7,6300605","111,4930316"
35.16,KAB. MOJOKERTO,320,0,25,5,0,0,0,2020-03-23 12:02:00,"-7,586911","112,420605"
35.15,KAB. SIDOARJO,471,0,17,12,3,0,0,2020-03-23 12:36:22,"-7,4338023","112,6734275"
35.11,KAB. BONDOWOSO,703,0,74,0,0,0,0,2020-03-23 13:21:21,"-8,0284796","114,0265067"
35.14,KAB. PASURUAN,27,0,2,5,0,0,0,2020-03-23 13:13:51,"-7,7514338","112,8700750"
35.26,KAB. BANGKALAN,288,0,16,1,0,0,0,2020-03-23 13:00:53,"-7,0234914","112,7519820"
35.27,KAB. SAMPANG,652,0,7,0,0,0,0,2020-03-22 14:21:31,"-7,1927155","113,2429293"
35.71,KOTA KEDIRI,58,0,1,0,0,0,0,2020-03-22 14:21:00,"-7,8228400","112,0118640"
35.22,KAB. BOJONEGORO,0,0,1,0,0,0,0,2020-03-22 14:19:05,"-7,1524790","111,8869290"
35.29,KAB. SUMENEP,441,0,10,0,0,0,0,2020-03-22 14:18:17,"-7,0095355","113,8495442"
35.03,KAB. TRENGGALEK,478,0,7,1,0,0,0,2020-03-22 14:17:31,"-8,176848","111,610650"
35.06,KAB. KEDIRI,493,0,16,2,0,0,0,2020-03-22 14:01:57,"-7,8332959","112,1666262"
35.73,KOTA MALANG,262,0,12,0,1,0,0,2020-03-22 14:00:05,"-7,9786395","112,5617416"
35.01,KAB. PACITAN,374,0,52,1,0,0,0,2020-03-22 13:51:01,"-8,1318878","111,2278873"
